	ENSEMBL	SYMBOL	logFC	logCPM	PValue	FDR
23551	ENSG00000100302	RASD2	-3.666660096	4.356902949	3.89E-27	1.39E-25
2888	ENSG00000115290	GRB14	4.530187392	4.273630555	3.98E-27	1.43E-25
54961	ENSG00000172830	SSH3	-3.306294369	5.597979694	4.11E-27	1.47E-25
131034	ENSG00000196353	CPNE4	-4.431210129	6.555081432	5.05E-27	1.80E-25
259266	ENSG00000066279	ASPM	4.730558519	4.338724715	5.75E-27	2.05E-25
995	ENSG00000158402	CDC25C	6.423513819	3.585943608	5.76E-27	2.05E-25
55704	ENSG00000115355	CCDC88A	3.110457529	7.423223259	8.05E-27	2.86E-25
285126	ENSG00000163793	DNAJC5G	10.09772646	4.273333698	8.62E-27	3.06E-25
285141	ENSG00000204334	ERICH2	5.655159766	4.21744879	1.01E-26	3.56E-25
132141	ENSG00000173389	IQCF1	11.0702205	3.264208942	1.03E-26	3.65E-25
8632	ENSG00000187775	DNAH17	5.473596787	6.087511554	1.08E-26	3.82E-25
222826	ENSG00000145975	FAM217A	6.379786294	4.208935829	1.25E-26	4.40E-25
55301	ENSG00000152463	OLAH	8.306348802	3.313310003	1.28E-26	4.50E-25
5239	ENSG00000154330	PGM5	-4.73944978	7.818757212	1.30E-26	4.56E-25
161142	ENSG00000172717	FAM71D	6.812207704	3.255181747	1.41E-26	4.95E-25
594855	ENSG00000213578	CPLX3	-4.999595377	7.132915151	1.44E-26	5.06E-25
1824	ENSG00000134755	DSC2	-4.208740539	5.931939194	1.47E-26	5.13E-25
675	ENSG00000139618	BRCA2	3.91941415	4.273133254	1.47E-26	5.13E-25
119180	ENSG00000151033	LYZL2	10.84165166	3.040713596	1.60E-26	5.58E-25
55224	ENSG00000143845	ETNK2	3.095093384	5.848706901	1.75E-26	6.10E-25
85452	ENSG00000142609	CFAP74	7.329116656	4.313080039	1.80E-26	6.27E-25
9290	ENSG00000135898	GPR55	5.753098306	3.058234912	1.89E-26	6.57E-25
388553	ENSG00000237452	BHMG1	8.695710326	2.898403149	2.02E-26	7.00E-25
8996	ENSG00000140939	NOL3	-3.410335936	5.378550164	2.05E-26	7.10E-25
10580	ENSG00000095637	SORBS1	-3.097221206	8.249647412	2.10E-26	7.28E-25
353324	ENSG00000186451	SPATA12	9.084079748	3.281156826	2.15E-26	7.43E-25
93953	ENSG00000147174	GCNA	4.42439621	4.320157042	2.17E-26	7.48E-25
2294	ENSG00000103241	FOXF1	-4.656167357	5.057498239	2.32E-26	7.97E-25
146310	ENSG00000179580	RNF151	7.789328958	3.684643526	2.46E-26	8.45E-25
10214	ENSG00000165584	SSX3	8.579178122	2.78534349	2.48E-26	8.51E-25
23593	ENSG00000051620	HEBP2	-2.525139541	6.361216008	2.90E-26	9.94E-25
9833	ENSG00000165304	MELK	4.706195831	3.666454251	3.06E-26	1.05E-24
51676	ENSG00000100628	ASB2	-3.997550753	4.563372947	3.25E-26	1.11E-24
148581	ENSG00000177414	UBE2U	11.52856036	3.714367067	3.28E-26	1.12E-24
4660	ENSG00000077157	PPP1R12B	-3.086615932	8.689996745	3.49E-26	1.19E-24
147495	ENSG00000154856	APCDD1	-3.466542962	6.318958767	3.50E-26	1.19E-24
89869	ENSG00000139151	PLCZ1	10.56118169	4.731524803	3.51E-26	1.19E-24
283471	ENSG00000186452	TMPRSS12	6.849372541	3.849296698	3.52E-26	1.19E-24
64793	ENSG00000130695	CEP85	3.716142479	6.240972728	4.07E-26	1.38E-24
80125	ENSG00000140481	CCDC33	7.759572327	3.947966571	4.18E-26	1.41E-24
4110	ENSG00000185247	MAGEA11	9.919957676	2.148905691	4.38E-26	1.48E-24
151658	ENSG00000241469	LINC00635	11.13401367	3.326718922	4.49E-26	1.51E-24
56979	ENSG00000164256	PRDM9	7.992632312	2.220873992	4.73E-26	1.59E-24
9700	ENSG00000135476	ESPL1	5.399800817	4.8562839	4.87E-26	1.64E-24
84689	ENSG00000166928	MS4A14	7.123377433	6.354520154	4.91E-26	1.65E-24
4102	ENSG00000221867	MAGEA3	9.904804624	2.134619531	5.03E-26	1.69E-24
81569	ENSG00000117148	ACTL8	8.343876548	2.557813031	5.05E-26	1.69E-24
79696	ENSG00000119703	ZC2HC1C	5.387109597	5.669967458	5.30E-26	1.77E-24
23327	ENSG00000049759	NEDD4L	-2.888086315	7.254812275	6.17E-26	2.06E-24
60509	ENSG00000084693	AGBL5	3.807313834	8.380857351	6.47E-26	2.16E-24
1298	ENSG00000049089	COL9A2	-3.238070796	5.078654212	6.87E-26	2.29E-24
100526773	ENSG00000249139	EPPIN-WFDC6	9.927909468	2.156480106	6.93E-26	2.30E-24
200523	ENSG00000172073	TEX37	11.04267481	3.237246001	7.70E-26	2.56E-24
158584	ENSG00000165591	FAAH2	-5.728457009	3.043558538	7.95E-26	2.63E-24
204219	ENSG00000154227	CERS3	6.264299851	4.648721392	8.10E-26	2.68E-24
222235	ENSG00000161040	FBXL13	4.721075933	4.105401534	8.14E-26	2.69E-24
56062	ENSG00000102271	KLHL4	4.768290873	4.552094906	8.19E-26	2.70E-24
100507362	ENSG00000224582	LINC01015	11.49487788	3.68119168	8.34E-26	2.75E-24
55211	ENSG00000121570	DPPA4	6.104836661	2.793364503	8.49E-26	2.79E-24
51514	ENSG00000143476	DTL	4.686081254	4.862643737	8.78E-26	2.88E-24
157855	ENSG00000215262	KCNU1	8.115885425	3.631218191	8.87E-26	2.91E-24
27019	ENSG00000122735	DNAI1	8.084556857	5.326414114	9.45E-26	3.09E-24
85413	ENSG00000004809	SLC22A16	7.012380807	3.850445899	9.48E-26	3.10E-24
55723	ENSG00000105011	ASF1B	5.113893396	4.503687244	9.58E-26	3.13E-24
6820	ENSG00000088002	SULT2B1	-4.97332825	4.178010138	9.60E-26	3.13E-24
6457	ENSG00000140600	SH3GL3	6.635205754	5.194265115	1.01E-25	3.28E-24
425054	ENSG00000205642	VCX3B	8.212937399	2.432173367	1.05E-25	3.42E-24
255101	ENSG00000181378	CFAP65	5.943649343	4.664959262	1.09E-25	3.53E-24
81928	ENSG00000149679	CABLES2	3.419482432	6.203961439	1.10E-25	3.56E-24
160762	ENSG00000173093	CCDC63	11.40823124	3.595990074	1.12E-25	3.62E-24
84970	ENSG00000142698	C1orf94	10.52217858	4.70723683	1.16E-25	3.74E-24
4115	ENSG00000120289	MAGEB4	10.95836711	3.154644321	1.17E-25	3.78E-24
55003	ENSG00000111845	PAK1IP1	-2.801263402	5.789071755	1.18E-25	3.79E-24
81624	ENSG00000139734	DIAPH3	5.96639932	4.624492291	1.20E-25	3.85E-24
3691	ENSG00000132470	ITGB4	-2.439769278	5.56886708	1.38E-25	4.43E-24
64787	ENSG00000177106	EPS8L2	-2.665960513	5.829059693	1.52E-25	4.88E-24
80217	ENSG00000197748	CFAP43	5.044865855	6.473192422	1.52E-25	4.88E-24
4093	ENSG00000120693	SMAD9	-2.438006636	5.722710944	1.54E-25	4.92E-24
494188	ENSG00000204952	FBXO47	10.13403681	2.354307822	1.58E-25	5.05E-24
113457	ENSG00000075886	TUBA3D	6.468919846	6.568192085	1.65E-25	5.26E-24
2305	ENSG00000111206	FOXM1	4.672155163	4.867070493	1.69E-25	5.38E-24
57096	ENSG00000092200	RPGRIP1	6.277568385	5.196170706	1.82E-25	5.78E-24
81691	ENSG00000005189	REXO5	5.153133548	8.454301528	1.85E-25	5.87E-24
93979	ENSG00000158525	CPA5	9.893728244	4.071294456	2.09E-25	6.65E-24
652	ENSG00000125378	BMP4	-3.858955597	4.357050519	2.16E-25	6.85E-24
4128	ENSG00000189221	MAOA	-3.310406765	6.795325515	2.28E-25	7.20E-24
285194	ENSG00000243197	TUSC7	10.41209936	2.622827316	2.36E-25	7.46E-24
54456	ENSG00000073146	MOV10L1	5.448693264	5.366910395	2.45E-25	7.73E-24
649238	ENSG00000214897	PNMA6E	6.65158025	3.338723635	2.45E-25	7.73E-24
51512	ENSG00000075218	GTSE1	5.029566525	3.982502243	2.49E-25	7.83E-24
23263	ENSG00000126217	MCF2L	-3.200409466	5.580032295	2.54E-25	7.99E-24
94033	ENSG00000181867	FTMT	10.87121767	3.069520925	2.57E-25	8.08E-24
6335	ENSG00000169432	SCN9A	4.906043214	4.930885155	2.62E-25	8.21E-24
7552	ENSG00000147180	ZNF711	3.37679616	6.68574397	2.72E-25	8.52E-24
84569	ENSG00000120563	LYZL1	10.54570118	2.752491881	2.77E-25	8.67E-24
3925	ENSG00000117632	STMN1	3.511810085	7.478247585	2.81E-25	8.76E-24
54780	ENSG00000107672	NSMCE4A	-2.598833145	5.303341569	2.90E-25	9.03E-24
9787	ENSG00000126787	DLGAP5	5.768599782	4.281391871	2.98E-25	9.26E-24
2624	ENSG00000179348	GATA2	-4.566471948	6.99749435	3.34E-25	1.04E-23
92359	ENSG00000130545	CRB3	-5.782345674	2.765208151	3.35E-25	1.04E-23
290	ENSG00000166825	ANPEP	-5.852425683	7.91463626	3.52E-25	1.09E-23
54845	ENSG00000104413	ESRP1	-4.823764931	5.621482114	3.73E-25	1.15E-23
135886	ENSG00000175877	TMEM270	9.082230889	3.285328101	3.76E-25	1.16E-23
51760	ENSG00000103528	SYT17	-4.271832061	4.003423373	3.86E-25	1.19E-23
55256	ENSG00000182551	ADI1	-2.509797421	7.170173144	3.94E-25	1.21E-23
286336	ENSG00000126882	FAM78A	3.693812188	4.486247109	4.02E-25	1.24E-23
100506765	ENSG00000239877	IGSF11-AS1	11.39366878	3.581588676	4.09E-25	1.26E-23
9518	ENSG00000130513	GDF15	-6.873259906	5.525799903	4.17E-25	1.28E-23
221191	ENSG00000103023	PRSS54	8.715940602	3.713646034	4.23E-25	1.30E-23
127255	ENSG00000162620	LRRIQ3	5.781729249	4.768105525	4.73E-25	1.45E-23
134549	ENSG00000164403	SHROOM1	-5.635309824	6.800688055	4.80E-25	1.47E-23
9545	ENSG00000105514	RAB3D	-3.357099172	5.6838235	5.06E-25	1.54E-23
125972	ENSG00000269058	CALR3	11.05889072	3.252946354	5.09E-25	1.55E-23
54187	ENSG00000095380	NANS	-2.477693678	5.837019071	5.47E-25	1.67E-23
64063	ENSG00000005001	PRSS22	-6.157790938	3.248849004	5.75E-25	1.75E-23
27151	ENSG00000160111	CPAMD8	-2.607545694	6.388944042	6.23E-25	1.89E-23
56905	ENSG00000167173	C15orf39	3.464768176	6.938236418	6.31E-25	1.91E-23
100505890	ENSG00000226387	SORCS3-AS1	11.2146917	3.405724094	6.69E-25	2.03E-23
149499	ENSG00000160838	LRRC71	6.19740426	4.010620135	6.90E-25	2.09E-23
28232	ENSG00000176463	SLCO3A1	2.788413305	5.793323834	7.02E-25	2.12E-23
54039	ENSG00000183570	PCBP3	4.731505123	3.876556861	7.71E-25	2.33E-23
3752	ENSG00000171385	KCND3	-2.66642936	5.50512895	8.23E-25	2.48E-23
55890	ENSG00000170412	GPRC5C	-3.267848176	4.936031618	9.15E-25	2.75E-23
993	ENSG00000164045	CDC25A	4.22664814	4.374507236	9.17E-25	2.76E-23
128853	ENSG00000149599	DUSP15	4.553173122	5.157554196	9.32E-25	2.80E-23
11264	ENSG00000101417	PXMP4	-2.874584399	4.95106551	9.64E-25	2.89E-23
54443	ENSG00000011426	ANLN	3.786843964	4.803156767	1.01E-24	3.01E-23
3552	ENSG00000115008	IL1A	7.186567832	3.622205149	1.02E-24	3.05E-23
2232	ENSG00000161513	FDXR	3.200451553	5.445272243	1.03E-24	3.06E-23
642864	ENSG00000203897	SPATA42	10.89998398	3.097485371	1.07E-24	3.19E-23
27075	ENSG00000106537	TSPAN13	-2.89896435	6.259834135	1.10E-24	3.27E-23
151449	ENSG00000143869	GDF7	-4.280606397	4.482135139	1.13E-24	3.37E-23
90271	ENSG00000235823	OLMALINC	-3.849902324	4.635574699	1.18E-24	3.51E-23
957	ENSG00000187097	ENTPD5	-2.614148505	7.115682209	1.19E-24	3.52E-23
23550	ENSG00000125637	PSD4	-2.248036763	6.424059904	1.21E-24	3.59E-23
256006	ENSG00000145700	ANKRD31	5.626802567	4.203257394	1.35E-24	4.00E-23
256710	ENSG00000173401	GLIPR1L1	5.720386312	3.705849319	1.42E-24	4.19E-23
2868	ENSG00000125388	GRK4	4.283972374	5.517880249	1.53E-24	4.51E-23
84066	ENSG00000240021	TEX35	7.546500371	4.384295997	1.75E-24	5.17E-23
199713	ENSG00000167634	NLRP7	8.259112785	2.475771554	1.87E-24	5.51E-23
54102	ENSG00000159212	CLIC6	-4.066084063	3.882181761	1.91E-24	5.60E-23
389763	ENSG00000214929	SPATA31D1	11.06707978	3.260959405	1.92E-24	5.63E-23
254173	ENSG00000162571	TTLL10	6.150644847	4.222529362	2.09E-24	6.14E-23
64065	ENSG00000112378	PERP	-4.107679571	7.111196153	2.14E-24	6.27E-23
221823	ENSG00000229937	PRPS1L1	11.2505455	3.44088895	2.15E-24	6.28E-23
10460	ENSG00000013810	TACC3	4.410557846	6.129645333	2.15E-24	6.28E-23
79366	ENSG00000198157	HMGN5	2.613947731	6.046106527	2.30E-24	6.72E-23
100506907	ENSG00000249833	CCDC37-DT	9.200175159	3.401215775	2.43E-24	7.08E-23
201625	ENSG00000174844	DNAH12	6.496011044	4.125348423	2.44E-24	7.11E-23
100129827	ENSG00000177112	MRVI1-AS1	5.547780203	3.94121361	2.45E-24	7.12E-23
10733	ENSG00000142731	PLK4	4.057056897	5.245449675	2.48E-24	7.19E-23
401236	ENSG00000230873	STMND1	8.461842796	2.672286188	2.77E-24	8.02E-23
26002	ENSG00000079931	MOXD1	-4.595548271	5.572473766	2.95E-24	8.52E-23
170712	ENSG00000170516	COX7B2	11.32846965	3.517467417	2.96E-24	8.54E-23
9073	ENSG00000156284	CLDN8	-11.22409083	3.396859759	3.20E-24	9.22E-23
54766	ENSG00000137707	BTG4	10.93736138	3.133974199	3.25E-24	9.37E-23
3159	ENSG00000137309	HMGA1	2.509972295	6.462015608	3.27E-24	9.40E-23
8659	ENSG00000159423	ALDH4A1	-3.625360186	5.188454873	3.34E-24	9.61E-23
10112	ENSG00000112984	KIF20A	5.219126123	4.001248513	3.50E-24	1.01E-22
26716	ENSG00000204688	OR2H1	9.033770639	3.231935534	3.60E-24	1.03E-22
105375650	ENSG00000245080	MIR3150BHG	10.90624138	3.103561412	3.66E-24	1.05E-22
442444	ENSG00000198173	FAM47C	10.02149241	2.246023879	3.71E-24	1.06E-22
283685	ENSG00000174450	GOLGA6L2	12.87783101	5.050291337	3.89E-24	1.11E-22
80318	ENSG00000165113	GKAP1	4.139364522	7.155246771	3.93E-24	1.12E-22
92749	ENSG00000157856	DRC1	8.074065661	4.49294365	4.06E-24	1.16E-22
158724	ENSG00000185448	FAM47A	9.774350009	2.009604897	4.24E-24	1.21E-22
7169	ENSG00000198467	TPM2	-3.538292536	9.441267228	4.25E-24	1.21E-22
55215	ENSG00000140525	FANCI	3.06610733	6.136092608	4.28E-24	1.21E-22
130540	ENSG00000155749	FLACC1	5.082306327	3.708294144	4.67E-24	1.32E-22
2947	ENSG00000134202	GSTM3	2.549692084	7.876274517	4.95E-24	1.40E-22
7739	ENSG00000147394	ZNF185	-2.709237831	5.789601702	4.99E-24	1.41E-22
11131	ENSG00000137225	CAPN11	6.600090943	5.508830511	5.28E-24	1.49E-22
64693	ENSG00000212710	CTAGE1	6.456156222	3.468822881	5.35E-24	1.51E-22
2262	ENSG00000179399	GPC5	5.665043494	2.994934993	5.42E-24	1.53E-22
146562	ENSG00000166246	C16orf71	5.901133927	5.785348668	5.42E-24	1.53E-22
9645	ENSG00000133816	MICAL2	2.437175214	7.377758843	5.67E-24	1.59E-22
352909	ENSG00000167646	DNAAF3	7.882539626	3.78610132	5.86E-24	1.64E-22
283987	ENSG00000167861	HID1	-3.13833557	6.712967089	5.87E-24	1.64E-22
3305	ENSG00000204390	HSPA1L	4.821093992	5.627021949	6.05E-24	1.69E-22
84669	ENSG00000170832	USP32	2.965424381	7.32453388	6.09E-24	1.70E-22
70	ENSG00000159251	ACTC1	-5.415341225	4.745880984	6.13E-24	1.71E-22
121643	ENSG00000139445	FOXN4	7.035557166	3.242488619	6.15E-24	1.72E-22
85416	ENSG00000139800	ZIC5	7.575588209	3.091209486	6.84E-24	1.91E-22
5874	ENSG00000041353	RAB27B	-4.043789399	6.483626645	6.94E-24	1.93E-22
4105	ENSG00000197172	MAGEA6	9.890008417	2.120054123	6.95E-24	1.93E-22
131831	ENSG00000163645	ERICH6	6.389767795	4.548346813	6.98E-24	1.94E-22
100996447	ENSG00000243150	LOC100996447	10.3618206	2.574008207	7.26E-24	2.01E-22
7781	ENSG00000115194	SLC30A3	5.905983008	5.078249789	7.62E-24	2.11E-22
51298	ENSG00000105549	THEG	6.124059303	3.553937588	7.73E-24	2.14E-22
136895	ENSG00000153790	C7orf31	4.415834497	5.951341527	8.12E-24	2.24E-22
91937	ENSG00000145850	TIMD4	6.160161779	3.676902617	8.16E-24	2.25E-22
541466	ENSG00000268940	CT45A1	9.973369952	2.200455148	8.34E-24	2.30E-22
64518	ENSG00000125409	TEKT3	6.306470234	4.19990541	8.53E-24	2.35E-22
221150	ENSG00000165480	SKA3	5.019094925	3.445055009	8.55E-24	2.35E-22
25790	ENSG00000213085	CFAP45	5.674046969	4.089190888	8.84E-24	2.43E-22
100132015	ENSG00000282419	TEX13D	8.01933322	2.254362006	9.62E-24	2.64E-22
643714	ENSG00000249231	CASC16	10.50676755	2.71445123	9.73E-24	2.67E-22
493861	ENSG00000255150	EID3	4.074220955	5.463568438	1.03E-23	2.81E-22
56956	ENSG00000143355	LHX9	6.933822826	2.847743106	1.10E-23	3.01E-22
572558	ENSG00000224958	PGM5-AS1	-6.927023897	3.601601767	1.12E-23	3.06E-22
777	ENSG00000198216	CACNA1E	7.824286942	2.063545303	1.16E-23	3.15E-22
5778	ENSG00000143851	PTPN7	3.437085701	4.849387127	1.21E-23	3.29E-22
57185	ENSG00000001461	NIPAL3	-3.019826474	7.301438515	1.24E-23	3.38E-22
729993	ENSG00000237515	SHISA9	-4.894517914	4.149820222	1.34E-23	3.63E-22
26507	ENSG00000119946	CNNM1	2.508559499	5.265982272	1.35E-23	3.67E-22
257062	ENSG00000174898	CATSPERD	9.195359398	3.384695145	1.36E-23	3.68E-22
5347	ENSG00000166851	PLK1	4.105355294	4.514343042	1.45E-23	3.91E-22
7301	ENSG00000092445	TYRO3	3.663010288	6.642248398	1.45E-23	3.92E-22
402381	ENSG00000165643	SOHLH1	8.88249664	3.079154092	1.49E-23	4.02E-22
9260	ENSG00000196923	PDLIM7	-2.370410574	7.306290518	1.55E-23	4.17E-22
586	ENSG00000060982	BCAT1	3.483711268	5.499083854	1.56E-23	4.22E-22
26996	ENSG00000173890	GPR160	-3.338558793	5.105340162	1.65E-23	4.44E-22
128646	ENSG00000125900	SIRPD	7.755049141	3.274899711	1.78E-23	4.77E-22
79748	ENSG00000140506	LMAN1L	-5.95545789	7.730092596	1.84E-23	4.94E-22
440900	ENSG00000234199	LINC01191	7.853074733	3.380598078	1.89E-23	5.06E-22
2290	ENSG00000176165	FOXG1	10.85824037	3.05663459	1.89E-23	5.07E-22
1953	ENSG00000162591	MEGF6	-2.834589972	5.416757535	1.92E-23	5.13E-22
84929	ENSG00000130720	FIBCD1	7.612813992	3.132231874	1.93E-23	5.15E-22
9735	ENSG00000184445	KNTC1	2.783071382	6.167269054	1.94E-23	5.19E-22
6035	ENSG00000129538	RNASE1	4.098369403	8.376407495	2.06E-23	5.48E-22
256815	ENSG00000179133	C10orf67	10.06673144	2.289349547	2.06E-23	5.49E-22
419	ENSG00000156219	ART3	6.618336692	5.899144088	2.16E-23	5.74E-22
125965	ENSG00000160471	COX6B2	8.316044499	5.140605741	2.23E-23	5.93E-22
23066	ENSG00000144712	CAND2	2.800008811	5.381292657	2.24E-23	5.93E-22
84779	ENSG00000156269	NAA11	8.554564669	2.760558698	2.43E-23	6.45E-22
3280	ENSG00000114315	HES1	-2.869106783	6.523895576	2.56E-23	6.79E-22
26261	ENSG00000106336	FBXO24	4.951126608	4.248508509	2.72E-23	7.20E-22
780529	ENSG00000271776	LOC780529	10.8393444	3.038171311	2.76E-23	7.28E-22
90506	ENSG00000141294	LRRC46	6.37275671	5.103999318	2.79E-23	7.37E-22
9651	ENSG00000149527	PLCH2	-2.757004084	4.732496819	3.15E-23	8.30E-22
151112	ENSG00000163012	ZSWIM2	10.8319245	3.030910686	3.41E-23	8.98E-22
4311	ENSG00000196549	MME	-5.272048605	7.284417256	3.42E-23	8.98E-22
885	ENSG00000187094	CCK	-4.556571085	3.430930285	3.51E-23	9.21E-22
133923	ENSG00000164185	ZNF474	6.08985414	2.958454823	3.52E-23	9.23E-22
284124	ENSG00000276399	FLJ36000	10.31847199	2.532179504	3.68E-23	9.65E-22
134829	ENSG00000146352	CLVS2	-5.039471594	3.305710642	3.86E-23	1.01E-21
5992	ENSG00000111783	RFX4	9.094933027	6.689803179	3.89E-23	1.02E-21
147011	ENSG00000167525	PROCA1	5.096299919	5.699117143	3.96E-23	1.03E-21
140545	ENSG00000105982	RNF32	4.198502416	4.802738668	4.14E-23	1.08E-21
150159	ENSG00000164037	SLC9B1	5.300798876	4.747944599	4.42E-23	1.15E-21
54869	ENSG00000131037	EPS8L1	-4.42497898	4.607367643	4.49E-23	1.17E-21
54777	ENSG00000171811	CFAP46	6.328288996	5.30634248	4.78E-23	1.24E-21
101927659	ENSG00000250582	SMAD1-AS2	10.70253376	2.904729208	4.84E-23	1.26E-21
90737	ENSG00000158639	PAGE5	7.734309879	1.977696194	4.88E-23	1.26E-21
127544	ENSG00000116514	RNF19B	3.08003223	6.872511876	5.21E-23	1.35E-21
378938	ENSG00000251562	MALAT1	-2.60687655	9.63738364	5.26E-23	1.36E-21
54768	ENSG00000157423	HYDIN	5.449290349	3.775332619	5.28E-23	1.36E-21
28968	ENSG00000063127	SLC6A16	5.674421717	6.544629174	5.53E-23	1.43E-21
222229	ENSG00000161036	LRWD1	4.817813951	7.647461228	5.56E-23	1.43E-21
54677	ENSG00000005469	CROT	-2.674079569	5.316208977	5.57E-23	1.43E-21
3099	ENSG00000159399	HK2	2.804747114	7.210772022	5.64E-23	1.45E-21
5083	ENSG00000198807	PAX9	-4.643844221	3.070108112	5.89E-23	1.51E-21
54897	ENSG00000130940	CASZ1	-2.666165093	5.49310876	6.45E-23	1.66E-21
403314	ENSG00000173627	APOBEC4	11.07618631	3.270072075	6.53E-23	1.67E-21
10721	ENSG00000051341	POLQ	4.170298467	3.424879802	6.56E-23	1.68E-21
348761	ENSG00000238062	SPATA3-AS1	7.696041969	2.718508388	6.94E-23	1.78E-21
9098	ENSG00000129204	USP6	5.342972122	5.658820708	8.11E-23	2.07E-21
114827	ENSG00000142621	FHAD1	4.360174743	5.025532574	8.14E-23	2.08E-21
196385	ENSG00000197653	DNAH10	5.455481448	4.724390565	8.84E-23	2.25E-21
284369	ENSG00000179213	SIGLECL1	10.86436909	3.062589098	8.95E-23	2.28E-21
9133	ENSG00000157456	CCNB2	4.476936881	5.455471508	9.04E-23	2.30E-21
139067	ENSG00000189252	SPANXN3	10.58755413	2.793326719	9.21E-23	2.34E-21
150468	ENSG00000169607	CKAP2L	5.562265731	3.704235014	9.54E-23	2.42E-21
64946	ENSG00000153044	CENPH	3.278664243	4.296916871	9.90E-23	2.51E-21
8324	ENSG00000155760	FZD7	-2.919537683	5.496149854	1.05E-22	2.65E-21
154664	ENSG00000179869	ABCA13	6.893931492	2.817460889	1.05E-22	2.66E-21
114770	ENSG00000161031	PGLYRP2	6.683030946	2.607270964	1.05E-22	2.66E-21
3898	ENSG00000159166	LAD1	-5.581329501	3.329551332	1.11E-22	2.81E-21
10926	ENSG00000006634	DBF4	4.125149478	6.394119382	1.14E-22	2.87E-21
161829	ENSG00000178997	EXD1	9.905938522	4.082421791	1.19E-22	2.98E-21
114960	ENSG00000213265	TSGA13	10.18235836	2.400465607	1.19E-22	2.98E-21
168090	ENSG00000112539	C6orf118	7.205485791	2.741638021	1.21E-22	3.04E-21
11218	ENSG00000064703	DDX20	3.440691857	7.018883662	1.22E-22	3.06E-21
269	ENSG00000135409	AMHR2	6.616006206	2.838108822	1.25E-22	3.13E-21
4168	ENSG00000101977	MCF2	4.354469818	4.89140794	1.27E-22	3.18E-21
140873	ENSG00000125975	C20orf173	10.49792851	2.705804289	1.31E-22	3.28E-21
3728	ENSG00000173801	JUP	-2.55050556	6.744473791	1.32E-22	3.30E-21
135927	ENSG00000165131	LLCFC1	5.65252259	2.969415721	1.34E-22	3.34E-21
389766	ENSG00000187753	C9orf153	9.093043624	3.284071943	1.46E-22	3.64E-21
113130	ENSG00000146670	CDCA5	4.99106914	5.01494736	1.47E-22	3.66E-21
5067	ENSG00000113805	CNTN3	-3.108848418	4.140627722	1.48E-22	3.68E-21
55351	ENSG00000152953	STK32B	3.602223748	3.653192289	1.51E-22	3.75E-21
10656	ENSG00000131773	KHDRBS3	3.958529295	6.69269246	1.59E-22	3.95E-21
9389	ENSG00000144671	SLC22A14	7.774280903	2.799652972	1.59E-22	3.95E-21
79054	ENSG00000144481	TRPM8	-8.318213104	8.663882162	1.61E-22	4.00E-21
4211	ENSG00000143995	MEIS1	-2.893404946	5.708199043	1.64E-22	4.05E-21
57718	ENSG00000119698	PPP4R4	4.495802005	4.290905051	1.64E-22	4.05E-21
79170	ENSG00000167183	PRR15L	-4.161563399	3.936990109	1.68E-22	4.16E-21
51700	ENSG00000166394	CYB5R2	3.058062826	6.234715294	1.70E-22	4.19E-21
100505824	ENSG00000232265	LINC02805	9.56074511	1.806456742	1.70E-22	4.19E-21
4045	ENSG00000185565	LSAMP	-2.7972914	6.381748505	1.85E-22	4.54E-21
148109	ENSG00000177558	FAM187B	8.361560947	3.360852359	1.91E-22	4.70E-21
374786	ENSG00000176927	EFCAB5	7.998755619	4.432700275	1.93E-22	4.73E-21
283131	ENSG00000245532	NEAT1	-3.021144374	11.15868915	1.93E-22	4.73E-21
284067	ENSG00000231256	CFAP97D1	8.594054207	3.595194366	2.00E-22	4.90E-21
353299	ENSG00000121446	RGSL1	8.660518438	3.659098093	2.05E-22	5.02E-21
105374989	ENSG00000275846	LOC105374989	8.607602501	3.596420379	2.06E-22	5.03E-21
101927149	ENSG00000239921	LINC01471	10.35396881	2.566189932	2.14E-22	5.21E-21
347240	ENSG00000186638	KIF24	4.926098189	5.122508553	2.16E-22	5.27E-21
284076	ENSG00000170703	TTLL6	6.18684011	4.90453017	2.21E-22	5.38E-21
54848	ENSG00000236699	ARHGEF38	-6.239110077	4.753291499	2.22E-22	5.40E-21
728012	ENSG00000229315	MCHR2-AS1	10.89658411	3.094036043	2.27E-22	5.51E-21
332	ENSG00000089685	BIRC5	5.026159886	4.554425457	2.30E-22	5.57E-21
26115	ENSG00000170921	TANC2	2.241758265	6.494895507	2.45E-22	5.93E-21
283486	ENSG00000259831	LINC00567	8.603945192	2.819246154	2.49E-22	6.04E-21
5568	ENSG00000165059	PRKACG	8.585550541	3.585453856	2.58E-22	6.24E-21
2492	ENSG00000170820	FSHR	9.797903553	2.03283414	2.82E-22	6.82E-21
56675	ENSG00000175352	NRIP3	5.216795595	5.310779236	2.91E-22	7.02E-21
139562	ENSG00000189401	OTUD6A	10.2693895	2.48501491	2.95E-22	7.11E-21
8835	ENSG00000120833	SOCS2	-3.077171722	6.332126358	2.98E-22	7.19E-21
113177	ENSG00000099840	IZUMO4	4.440941302	6.740253017	2.99E-22	7.19E-21
6821	ENSG00000139531	SUOX	-2.612101421	5.376304038	3.03E-22	7.29E-21
150160	ENSG00000198445	CCT8L2	10.84978766	3.048308221	3.13E-22	7.51E-21
7288	ENSG00000104804	TULP2	5.811616905	4.012857321	3.18E-22	7.62E-21
